날짜,시간,지역,연료원,전력거래량(MWh),기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),PM10 평균,PM2.5 평균
2020-04-13,10,광주시,태양광,32.686594,9.8,,3.5,44,1,2.35,,2,13.6,6.6
2020-04-13,11,광주시,태양광,36.932,10.9,,3.8,37,1,2.83,,7,13.9,6
2020-04-13,12,광주시,태양광,30.717122,11.1,,2.3,39,0.4,1.98,,8,12.9,6.8
2020-04-13,13,광주시,태양광,41.393744,12.5,,3.4,33,1,3.19,,6,16.6,7.4
2020-04-13,14,광주시,태양광,38.217519,13.8,,3.4,27,0.9,2.87,,6,16.7,7.4
2020-04-13,15,광주시,태양광,40.429482,13.9,,2.8,30,1,2.88,,4,22.3,9.4
2020-04-13,16,광주시,태양광,33.163259,14.4,,2.8,33,1,2.38,,2,24.3,12.6
2020-04-13,17,광주시,태양광,20.676427,13.1,,2.6,39,1,1.64,,2,26.4,13.4
2020-04-13,18,광주시,태양광,11.768669,13,,1.5,43,1,0.93,,2,28.8,15
2020-04-13,19,광주시,태양광,3.80451,11.8,,1.3,42,0.5,0.28,,5,30.3,16.9
2020-04-14,7,광주시,태양광,1.457894,4.7,,0,89,0.5,0.23,,0,40.2,25.6
2020-04-14,8,광주시,태양광,9.485811,6.7,,0.2,78,1,0.9,,0,44.6,25.6
2020-04-14,9,광주시,태양광,21.940855,9,,0.9,67,1,1.7,,0,46.6,28
2020-04-14,10,광주시,태양광,32.413633,11.8,,1.1,51,1,2.45,,0,38.1,23.6
2020-04-14,11,광주시,태양광,38.319538,15.7,,1,36,1,3.02,,0,31.9,20.2
2020-04-14,12,광주시,태양광,42.470253,17.3,,1.7,24,1,3.43,,0,29.8,17.1
2020-04-14,13,광주시,태양광,43.836684,18.9,,1.1,22,1,3.55,,0,24.4,15.1
2020-04-14,14,광주시,태양광,42.388168,20.1,,2.3,16,1,3.36,,0,21.2,11.6
2020-04-14,15,광주시,태양광,39.824519,21.1,,2.4,15,1,3.06,,0,21,11.7
2020-04-14,16,광주시,태양광,33.485584,20.4,,1.6,8,1,2.53,,0,15.2,7.6
2020-04-14,17,광주시,태양광,22.255008,20.1,,1.8,7,1,1.76,,3,15.4,6.7
2020-04-14,18,광주시,태양광,10.681076,18.1,,2.1,9,1,0.91,,0,16.2,8.1
2020-04-14,19,광주시,태양광,3.151631,15.9,,1.4,13,0,0.21,,5,21.1,12.3
2020-04-15,7,광주시,태양광,1.044857,7,,0.1,61,0,0.16,,8,45.3,31.7
2020-04-15,8,광주시,태양광,7.774758,8.9,,0,56,0.4,0.71,,9,43,25.3
2020-04-15,9,광주시,태양광,14.424813,11.2,,0.9,41,0.2,1.1,,8,46.3,26.8
2020-04-15,10,광주시,태양광,20.900663,12.4,,0.7,39,0.4,1.5,,8,43.3,24.1
2020-04-15,11,광주시,태양광,32.147001,15.5,,1.5,27,1,2.62,,8,46.4,26.2
2020-04-15,12,광주시,태양광,36.449263,18.3,,1.3,24,1,3.09,,7,45.7,26.3
2020-04-15,13,광주시,태양광,34.715536,18.7,,0.6,16,1,3.05,,8,39.7,23.7
2020-04-15,14,광주시,태양광,35.417384,19.2,,1,14,1,2.73,,8,35.3,21
2020-04-15,15,광주시,태양광,28.681163,19.7,,1.3,15,1,2.41,,8,40.7,22.3
2020-04-15,16,광주시,태양광,23.110424,20.2,,2.1,18,1,1.99,,8,42.7,23.2
2020-04-15,17,광주시,태양광,14.212794,18.1,,3,25,0.2,1.02,,8,38.2,20.1
2020-04-15,18,광주시,태양광,6.93292,16.2,,2.1,31,0,0.51,,9,38.1,21.7
2020-04-15,19,광주시,태양광,3.34767,14.4,,2.1,34,0,0.22,,9,39.4,23.6
2020-04-16,7,광주시,태양광,1.538323,7.3,,0,68,0.5,0.26,,0,47.6,30.7
2020-04-16,8,광주시,태양광,9.51201,10,,0,57,1,0.94,,0,54.9,30.9
2020-04-16,9,광주시,태양광,21.376022,13,,0.6,51,1,1.7,,0,49.7,23.9
2020-04-16,10,광주시,태양광,31.683067,16.1,,1,46,1,2.42,,0,42.8,20.7
2020-04-16,11,광주시,태양광,37.410143,17.9,,2.6,44,1,3,,0,44.1,24.7
2020-04-16,12,광주시,태양광,41.788819,19.8,,3.9,35,1,3.43,,1,43.4,23
2020-04-16,13,광주시,태양광,43.217821,20.9,,3.3,29,1,3.53,,0,39.2,23.4
2020-04-16,14,광주시,태양광,41.948518,22.2,,3.7,22,1,3.42,,0,41.3,21
2020-04-16,15,광주시,태양광,38.172779,22.1,,3.9,25,1,3.05,,0,39.8,20.4
2020-04-16,16,광주시,태양광,31.51408,22.1,,4.9,29,1,2.43,,0,42.3,22
2020-04-16,17,광주시,태양광,22.221414,20.4,,4.4,34,1,1.77,,1,42.4,20.2
2020-04-16,18,광주시,태양광,9.763385,18.4,,5,37,1,0.89,,4,44.7,22.3
2020-04-16,19,광주시,태양광,2.72587,16.6,,3.8,48,0,0.16,,5,44.9,22.6
2020-04-17,7,광주시,태양광,0.004867,11.3,2.5,1.4,96,0,0.06,,10,17.8,13.2
2020-04-17,8,광주시,태양광,0.213876,11.2,2.6,3,96,0,0.1,,10,14.2,11.1
2020-04-17,9,광주시,태양광,1.274163,11,2.8,2.3,97,0,0.16,,10,12.2,9.7
2020-04-17,10,광주시,태양광,2.051311,11.8,2.4,3.6,97,0,0.24,,10,9.3,6.8
2020-04-17,11,광주시,태양광,3.047389,12.2,2.9,3,97,0,0.29,,10,8.4,6.2
2020-04-17,12,광주시,태양광,20.684753,14.5,0.7,0.6,93,0.3,1.46,,8,8.7,5.3
2020-04-17,13,광주시,태양광,38.237776,16.5,,3.2,75,0.9,3.11,,7,7.3,4.4
2020-04-17,14,광주시,태양광,34.958408,17.3,,4.9,73,0.1,1.92,,8,6.4,4.4
2020-04-17,15,광주시,태양광,20.137245,16.6,,1.7,77,0,1.03,,9,9.4,5.7
2020-04-17,16,광주시,태양광,13.947994,16.3,0,2.4,81,0.1,0.79,,8,9.8,5.6
2020-04-17,17,광주시,태양광,11.418786,16.4,0.3,1.1,88,0.4,0.92,,8,16.2,7.9
2020-04-17,18,광주시,태양광,9.176307,17.4,,2.9,79,1,0.84,,4,31.6,16.8
2020-04-17,19,광주시,태양광,3.927187,15.8,,2.5,74,0.4,0.28,,0,41.9,18.8
2020-04-18,7,광주시,태양광,0.778625,10.2,,0.6,86,0,0.17,,9,28.7,18.8
2020-04-18,8,광주시,태양광,3.026216,10.9,,1.3,79,0,0.45,,9,27,17.4
2020-04-18,9,광주시,태양광,9.894308,11.3,,1.1,76,0.4,1.03,,7,25.1,14.4
2020-04-18,10,광주시,태양광,29.370311,13.6,,2.5,63,0.6,1.82,,7,30.9,17.6
2020-04-18,11,광주시,태양광,38.428803,14.6,,1.6,58,1,3.06,,4,35.6,19.1
2020-04-18,12,광주시,태양광,37.719336,15.7,,1.5,54,1,3.33,,4,37.4,18.8
2020-04-18,13,광주시,태양광,38.450802,17.8,,1.8,53,1,3.39,,5,37.3,21
2020-04-18,14,광주시,태양광,40.836076,17,,2.3,56,0.9,3.19,,5,33.8,19.6
2020-04-18,15,광주시,태양광,37.036333,17.1,,2,54,1,3.01,,5,30.7,18.6
2020-04-18,16,광주시,태양광,32.970746,17.3,,2.4,50,1,2.51,,0,28.1,15.2
2020-04-18,17,광주시,태양광,23.330345,17.8,,1.9,52,1,1.81,,0,29.2,15.2
2020-04-18,18,광주시,태양광,11.275775,16.6,,1.6,55,1,0.96,,0,30.4,16.3
2020-04-18,19,광주시,태양광,4.126032,14.4,,1.2,65,0.6,0.31,,5,33,18.9
2020-04-19,7,광주시,태양광,0.537752,13.7,,3.6,76,0,0.15,,10,31.3,19.6
2020-04-19,8,광주시,태양광,1.577722,14.1,,3,73,0,0.24,,10,27.9,16.4
2020-04-19,9,광주시,태양광,3.917579,14.5,,3.4,69,0,0.38,,10,26.1,14.9
2020-04-19,10,광주시,태양광,3.842151,14,0,3.1,72,0,0.36,,10,25.8,17.7
2020-04-19,11,광주시,태양광,4.745906,12.8,0.5,2.3,83,0,0.43,,10,19.1,13.2
2020-04-19,12,광주시,태양광,5.396738,12,1.2,1.8,92,0,0.48,,10,14.7,10.6
2020-04-19,13,광주시,태양광,4.389393,11.7,1.2,2.8,95,0,0.4,,10,12.2,10.1
2020-04-19,14,광주시,태양광,3.923084,11.5,2.3,0.7,95,0,0.32,,10,11.1,9.6
2020-04-19,15,광주시,태양광,2.815304,11.1,4.1,0.9,97,0,0.23,,10,11.6,8.8
2020-04-19,16,광주시,태양광,1.314223,10.4,5.2,2.7,96,0,0.19,,10,9.3,7
2020-04-19,17,광주시,태양광,1.331735,10.2,1.7,3.8,97,0,0.19,,10,8.9,6.4
2020-04-19,18,광주시,태양광,0.746381,10.1,1.9,3.1,98,0,0.12,,10,8.3,5.7
2020-04-19,19,광주시,태양광,0.596355,10.2,5.7,2.4,98,0,0.07,,10,6.8,4.2
2020-04-20,7,광주시,태양광,1.350127,9.3,,0.1,99,0,0.19,,10,12.6,10.8
2020-04-20,8,광주시,태양광,5.920688,10.2,,0.7,98,0,0.41,,10,15,11.7
2020-04-20,9,광주시,태양광,10.628088,11,,0.4,96,0,0.53,,10,16,11.9
2020-04-20,10,광주시,태양광,15.295293,12.8,,2,84,0.1,0.88,,9,14.3,10.7
2020-04-20,11,광주시,태양광,21.957073,14.1,,1.6,71,0.6,2.24,,6,10.3,7.3
2020-04-20,12,광주시,태양광,27.863155,16.2,,3.7,63,0.7,2.83,,4,10.4,5.8
2020-04-20,13,광주시,태양광,30.428212,16.4,,2.9,63,0.7,2.82,,8,14.2,9.2
2020-04-20,14,광주시,태양광,28.675982,17.5,,3.8,56,0.8,2.84,,4,21,16.1
2020-04-20,15,광주시,태양광,20.664691,16.4,,2.9,60,0.5,2.13,,10,31.4,23.7
2020-04-20,16,광주시,태양광,11.999572,15.6,,4.9,65,0.1,1.24,,10,31,20.4
2020-04-20,17,광주시,태양광,3.194695,13.6,,3.6,70,0,0.3,,10,35.7,25.8
2020-04-20,18,광주시,태양광,2.265883,12.2,0,4,88,0,0.1,,10,42.3,31
2020-04-20,19,광주시,태양광,2.616938,12.1,0,1.5,95,0,0.07,,10,52.1,41.4
2020-04-21,7,광주시,태양광,1.24294,8.7,,1.4,74,0,0.21,,9,28,11.9
2020-04-21,8,광주시,태양광,9.184773,10.1,,1.8,65,0.5,0.77,,5,27.2,8.2
2020-04-21,9,광주시,태양광,19.576532,12.2,,1.9,51,0.9,1.68,,6,27.3,6.3
2020-04-21,10,광주시,태양광,31.916314,13.6,,3.3,29,1,2.56,,0,32.7,6.8
2020-04-21,11,광주시,태양광,37.514684,13.8,,3.8,27,1,3.15,,0,40.9,8
2020-04-21,12,광주시,태양광,41.663654,13.9,,3,37,1,3.5,,0,28.3,7.4
2020-04-21,13,광주시,태양광,43.763378,13.2,,3.8,26,1,3.61,,0,38.4,7.1
2020-04-21,14,광주시,태양광,43.86088,13.2,,5.3,19,1,3.56,,0,38.9,6.4
2020-04-21,15,광주시,태양광,40.915211,13.8,,3.5,26,1,3.16,,0,32,6
2020-04-21,16,광주시,태양광,33.829196,11.9,,3.1,25,1,2.6,,0,29.9,5.7
2020-04-21,17,광주시,태양광,22.378992,11,,2.8,32,1,1.79,,2,26.9,6.4
2020-04-21,18,광주시,태양광,11.897566,9.6,,3.9,30,1,0.97,,5,24.4,6.4
2020-04-21,19,광주시,태양광,4.637414,8.5,,2.2,33,0.3,0.27,,7,27,6.4
2020-04-22,7,광주시,태양광,1.974774,7.9,,2,32,0.6,0.33,,0,66.4,8.3
2020-04-22,8,광주시,태양광,10.233878,9.2,,3.3,31,1,1.06,,0,68.2,7.8
2020-04-22,9,광주시,태양광,22.16963,10.5,,2.8,32,1,1.9,,0,55.6,5.9
2020-04-22,10,광주시,태양광,33.082063,10.6,,3.3,33,1,2.6,,1,52.6,6.6
2020-04-22,11,광주시,태양광,38.147028,11.6,,3.3,32,1,2.97,,3,55.9,6.4
2020-04-22,12,광주시,태양광,42.658915,12.7,,4.3,35,1,3.55,,3,57.4,6.6
2020-04-22,13,광주시,태양광,44.118727,11.9,,4.3,27,1,3.26,,0,62.2,5.7
2020-04-22,14,광주시,태양광,41.795949,12.3,,4.7,28,1,3.77,,6,62.4,6.7
2020-04-22,15,광주시,태양광,35.463275,12,,3.3,31,1,3.4,,8,63.6,6.1
2020-04-22,16,광주시,태양광,24.162021,10.2,,3.3,35,0.6,1.7,,7,73,10.4
2020-04-22,17,광주시,태양광,14.417458,9.7,0,2.6,39,0.6,1.2,,7,68.3,9.3
2020-04-22,18,광주시,태양광,8.706492,8.8,,3.3,39,0.7,0.88,,7,59.7,9.6
2020-04-22,19,광주시,태양광,4.732218,7.4,,2.8,49,0.5,0.28,,7,56.4,7.8
2020-04-23,7,광주시,태양광,1.951877,6.1,,0.7,67,0.6,0.3,,0,39.6,13.2
2020-04-23,8,광주시,태양광,10.054858,8.3,,1.1,55,1,1.02,,6,41.8,12.2
2020-04-23,9,광주시,태양광,17.620906,9.6,,1.8,47,0.7,1.37,,8,41.9,10
2020-04-23,10,광주시,태양광,25.098981,9.3,,2.4,43,0.6,1.56,,6,50.1,11.9
2020-04-23,11,광주시,태양광,35.227732,11.5,,3.3,33,0.9,2.99,,5,45.3,7.1
2020-04-23,12,광주시,태양광,41.77671,12.4,,3.9,22,1,3.36,,2,51.4,6.9
2020-04-23,13,광주시,태양광,45.562448,13.7,,2.5,27,1,3.63,,0,47,7.6
2020-04-23,14,광주시,태양광,44.612447,14,,3.2,26,1,3.51,,0,50.4,7.7
2020-04-23,15,광주시,태양광,41.496017,14.3,,2.7,22,1,3.14,,0,47.7,7.8
2020-04-23,16,광주시,태양광,34.527165,14,,2.4,26,1,2.59,,0,43.8,8.9
2020-04-23,17,광주시,태양광,24.135855,12.7,,4.2,31,1,1.88,,0,38.7,8.2
2020-04-23,18,광주시,태양광,12.405157,11.9,,4.2,42,1,1.08,,0,37.4,10.4
2020-04-23,19,광주시,태양광,4.814494,10.5,,2.8,53,0.7,0.34,,4,38.6,13
2020-04-24,7,광주시,태양광,2.203377,5.4,,0,68,0.7,0.35,,0,30.9,10.6
2020-04-24,8,광주시,태양광,11.216332,8,,1.1,57,1,1.09,,0,30.2,10.2
2020-04-24,9,광주시,태양광,23.456524,10,,1.6,51,1,1.89,,0,25.2,6.9
2020-04-24,10,광주시,태양광,33.403051,12,,2.5,47,1,2.6,,0,24.6,6.9
2020-04-24,11,광주시,태양광,38.978165,13.7,,4.2,35,1,3.21,,0,25.9,8.7
2020-04-24,12,광주시,태양광,43.462709,15.2,,4.4,26,1,3.53,,0,26.2,6.8
2020-04-24,13,광주시,태양광,45.05543,15.6,,5.6,14,1,3.66,,0,25.9,6.8
2020-04-24,14,광주시,태양광,44.603287,16,,4.5,13,1,3.56,,0,26.6,7.9
2020-04-24,15,광주시,태양광,41.998836,16.8,,3.7,19,1,3.18,,0,22.7,5.8
2020-04-24,16,광주시,태양광,34.759173,16.2,,5.4,13,1,2.65,,0,24,6.4
2020-04-24,17,광주시,태양광,24.308099,15.8,,5.3,16,1,1.92,,0,25.9,8.3
2020-04-24,18,광주시,태양광,13.038954,14.7,,3.3,22,1,1.1,,0,27.6,8.7
2020-04-24,19,광주시,태양광,4.844813,12.9,,3.7,29,0.9,0.34,,0,31,9.8
2020-04-25,7,광주시,태양광,2.045281,7.7,,0,71,0.4,0.3,,0,35.6,14.4
2020-04-25,8,광주시,태양광,9.809198,11.5,,1.2,54,1,0.95,,0,35.6,14.4
2020-04-25,9,광주시,태양광,20.252957,15.2,,2.6,39,1,1.69,,0,54,20.8
2020-04-25,10,광주시,태양광,29.669366,17.7,,6.5,46,1,2.35,,0,64.6,23.8
2020-04-25,11,광주시,태양광,35.40752,18.7,,8,49,1,2.9,,0,58,21.9
2020-04-25,12,광주시,태양광,39.781018,20.3,,5.3,42,1,3.33,,0,55.6,20
2020-04-25,13,광주시,태양광,41.413779,21,,7.4,36,1,3.47,,0,57.4,19.1
2020-04-25,14,광주시,태양광,40.973501,22.4,,8.2,27,1,3.38,,0,62.3,20
2020-04-25,15,광주시,태양광,38.114228,22,,7.4,29,1,3.01,,0,61.6,24.9
2020-04-25,16,광주시,태양광,30.955028,20.4,,7.1,41,1,2.41,,0,59,27.3
2020-04-25,17,광주시,태양광,19.830509,18.8,,6.1,48,1,1.63,,1,60.3,30.8
2020-04-25,18,광주시,태양광,10.409788,17,,5.8,54,0.6,0.65,,6,64.3,34.2
2020-04-25,19,광주시,태양광,4.613207,15.5,,4.1,61,0.2,0.26,,0,65.8,34.2
2020-04-26,7,광주시,태양광,2.33402,7.7,,0.5,88,0.7,0.35,,0,30,18.4
2020-04-26,8,광주시,태양광,10.984333,9.3,,0.8,81,1,1.05,,0,31.4,17.8
2020-04-26,9,광주시,태양광,22.571479,11.3,,1.3,63,1,1.84,,0,29.3,17.3
2020-04-26,10,광주시,태양광,32.783672,13.6,,0.7,55,1,2.56,,0,29.3,14
2020-04-26,11,광주시,태양광,37.233245,15.8,,3.2,24,1,2.98,,1,25.4,11.2
2020-04-26,12,광주시,태양광,42.072629,16.8,,2.8,25,1,3.55,,0,17,7.9
2020-04-26,13,광주시,태양광,44.274588,17.2,,1.8,20,1,3.64,,0,11.7,5.8
2020-04-26,14,광주시,태양광,43.960255,17.9,,2.3,15,1,3.58,,0,8.9,4.3
2020-04-26,15,광주시,태양광,40.878291,18.2,,2.6,10,0.9,2.89,,0,10.9,4.1
2020-04-26,16,광주시,태양광,32.966547,18.4,,2.1,13,1,2.46,,0,16.2,5.8
2020-04-26,17,광주시,태양광,21.175093,18.1,,1.7,23,1,1.67,,6,17.3,6.8
2020-04-26,18,광주시,태양광,12.055425,17,,2.8,26,1,0.94,,4,16.6,6.6
2020-04-26,19,광주시,태양광,5.037028,14.9,,2,27,0.3,0.17,,6,14.4,7.1
2020-04-27,7,광주시,태양광,2.219465,7.6,,0,54,0.7,0.24,,0,26.9,13.6
2020-04-27,8,광주시,태양광,10.850768,10.2,,0.1,47,1,0.94,,0,31,13.6
2020-04-27,9,광주시,태양광,22.741413,12.5,,1.1,38,1,1.68,,0,27.3,12.7
2020-04-27,10,광주시,태양광,32.637777,15.4,,1,31,1,2.58,,0,22.4,7.8
2020-04-27,11,광주시,태양광,37.965585,16.8,,2,23,1,3.14,,0,20.6,7
2020-04-27,12,광주시,태양광,42.196493,17.8,,1.7,24,1,3.52,,0,20.4,6.8
2020-04-27,13,광주시,태양광,43.836494,18.2,,2.7,20,1,3.66,,0,20.2,8
2020-04-27,14,광주시,태양광,41.44438,18.8,,2,21,1,3.36,,0,27.8,10.4
2020-04-27,15,광주시,태양광,37.85054,18.6,,2.4,17,1,3.26,,0,28.2,11.4
2020-04-27,16,광주시,태양광,32.655138,18.3,,2.3,18,1,2.58,,0,30.6,11.3
2020-04-27,17,광주시,태양광,23.442954,17.2,,2.5,24,1,1.91,,0,32,15.3
2020-04-27,18,광주시,태양광,12.611151,16.1,,1.6,32,1,1.09,,0,37.7,20.6
2020-04-27,19,광주시,태양광,4.906165,13.9,,2.4,36,0.8,0.32,,0,32.8,17.8
2020-04-28,7,광주시,태양광,2.405237,7.3,,0,94,0.7,0.35,,0,37.9,25.4
2020-04-28,8,광주시,태양광,10.818003,9.4,,0.3,81,1,1.06,,0,33.4,21.6
2020-04-28,9,광주시,태양광,22.212892,11.2,,1.3,71,1,1.8,,0,24.1,13
2020-04-28,10,광주시,태양광,32.068125,14.2,,0.7,42,1,2.54,,0,15.6,7
2020-04-28,11,광주시,태양광,36.87085,15.9,,2.1,31,1,3.09,,0,20.3,9.2
2020-04-28,12,광주시,태양광,40.697819,18.1,,1.6,29,1,3.44,,0,19.8,8.4
2020-04-28,13,광주시,태양광,42.478254,19.9,,1.7,22,1,3.57,,0,25.1,9.6
2020-04-28,14,광주시,태양광,42.262198,19.5,,2.6,20,1,3.48,,0,23.9,10.3
2020-04-28,15,광주시,태양광,39.180637,20.4,,4.3,23,1,3.11,,0,29.4,12
2020-04-28,16,광주시,태양광,32.444131,20.2,,3.9,24,1,2.56,,0,23.2,10.4
2020-04-28,17,광주시,태양광,23.182646,19.2,,4.7,21,1,1.88,,0,18.8,8.3
2020-04-28,18,광주시,태양광,12.633229,18.3,,2,23,1,1.1,,0,25.2,10.2
2020-04-28,19,광주시,태양광,4.991572,15.8,,4.2,32,0.8,0.31,,0,26.1,13.1
2020-04-29,7,광주시,태양광,2.395756,9.1,,0,77,0.7,0.36,,0,35.2,20.7
2020-04-29,8,광주시,태양광,10.970306,11.8,,0.8,62,1,1.08,,0,36,20.1
2020-04-29,9,광주시,태양광,22.376922,14.4,,0.4,51,1,1.86,,0,31.4,16.4
2020-04-29,10,광주시,태양광,32.169,17.2,,1,37,1,2.53,,0,24.3,10.7
2020-04-29,11,광주시,태양광,36.650934,18.1,,1.8,24,1,3.11,,0,25.4,10.2
2020-04-29,12,광주시,태양광,40.377623,20.2,,1.5,21,1,3.46,,0,27.1,13.3
2020-04-29,13,광주시,태양광,41.520015,20.7,,0.9,23,1,3.56,,0,31.2,16
2020-04-29,14,광주시,태양광,40.634032,22.2,,1.9,21,1,3.45,,0,33.6,16.3
2020-04-29,15,광주시,태양광,38.122149,23.4,,2.5,18,1,3.12,,0,31.6,14.7
2020-04-29,16,광주시,태양광,31.888901,23.7,,3.6,19,1,2.56,,0,32,11.4
2020-04-29,17,광주시,태양광,22.663593,23.3,,3.3,22,1,1.86,,0,31.2,10.4
2020-04-29,18,광주시,태양광,12.55711,21,,3.2,24,1,1.11,,0,29.9,10.3
2020-04-29,19,광주시,태양광,5.009274,18.7,,3.5,26,0.8,0.29,,0,30.9,12.8
2020-04-30,7,광주시,태양광,2.284257,11.1,,0,56,0.2,0.31,,8,33.8,18
2020-04-30,8,광주시,태양광,10.755379,14,,0.5,49,0.7,0.97,,2,36,17.1
2020-04-30,9,광주시,태양광,22.530697,16.5,,0.8,47,1,1.88,,0,31.9,13.6
2020-04-30,10,광주시,태양광,31.605075,19.1,,1.3,46,1,2.58,,0,31.2,11.4
2020-04-30,11,광주시,태양광,36.543926,21.8,,2.6,50,1,3.06,,0,31.2,12
2020-04-30,12,광주시,태양광,38.293512,23.8,,5.3,46,1,3.44,,0,34.8,13.1
2020-04-30,13,광주시,태양광,37.068667,23.8,,4,49,1,3.18,,4,35.4,13.7
2020-04-30,14,광주시,태양광,37.287034,23.7,,5.7,50,0.9,2.78,,1,36.6,12.9
2020-04-30,15,광주시,태양광,35.633437,24.8,,5.9,51,1,3.01,,0,43.2,14.1
2020-04-30,16,광주시,태양광,27.233971,24,,6,54,1,2.57,,0,42.3,15.1
2020-04-30,17,광주시,태양광,19.839203,22.2,,5.9,65,0.9,1.55,,2,39.8,15.8
2020-04-30,18,광주시,태양광,10.624132,21.9,,4.2,69,1,0.94,,2,36.9,16.7
2020-04-30,19,광주시,태양광,4.819046,20.5,,3.4,77,0.5,0.34,,4,36,16.7
2020-05-01,7,광주시,태양광,0.446374,19.1,,1.5,87,0,0.15,,9,37.1,19.8
2020-05-01,8,광주시,태양광,3.744822,19.7,,1.5,84,0,0.4,,9,38.4,18.6
2020-05-01,9,광주시,태양광,8.745418,21,,2.6,81,0.1,0.78,,8,39.2,20.4
2020-05-01,10,광주시,태양광,11.854047,21.6,,2.4,78,0.3,1.17,,8,39.2,19.2
2020-05-01,11,광주시,태양광,19.182016,23.1,,3.4,72,0.1,1.29,,8,45.6,21.1
2020-05-01,12,광주시,태양광,29.135624,24.2,,5.6,68,0.5,2.26,,5,44.9,17.1
2020-05-01,13,광주시,태양광,33.725713,24.8,,7.7,60,1,3.21,,6,41.4,18
2020-05-01,14,광주시,태양광,34.269226,25.4,,5.8,62,0.7,2.15,,4,38.8,17.1
2020-05-01,15,광주시,태양광,30.441123,25.7,,6.8,59,1,2.81,,6,32.1,14
2020-05-01,16,광주시,태양광,28.042202,24.7,,6.9,62,0.9,2.19,,1,29.7,12.4
2020-05-01,17,광주시,태양광,19.915976,25.1,,4.6,60,1,1.69,,0,30.1,13.1
2020-05-01,18,광주시,태양광,11.014703,23.8,,4.6,66,0.9,0.96,,6,27,13.7
2020-05-01,19,광주시,태양광,4.706435,21.8,,5.5,80,0.4,0.27,,3,29.4,14.3
2020-05-02,7,광주시,태양광,1.835515,19.6,,0.4,87,0.1,0.29,,6,31.2,17.9
2020-05-02,8,광주시,태양광,8.806245,21,,0.8,78,0.7,0.92,,8,31.7,15.4
2020-05-02,9,광주시,태양광,13.673016,21.4,,1.9,76,0.2,1.2,,8,27.1,13.9
2020-05-02,10,광주시,태양광,15.491283,21.7,,1.5,68,0.1,1.5,,9,27.6,13.4
2020-05-02,11,광주시,태양광,16.561416,23.1,,1.5,58,0,1.38,,9,27.3,12.8
2020-05-02,12,광주시,태양광,19.232572,23.9,,2.4,56,0,1.69,,10,31.4,13.8
2020-05-02,13,광주시,태양광,15.322954,23.4,,3.7,58,0,1.28,,10,26.7,12.3
2020-05-02,14,광주시,태양광,9.51793,21.8,0,4,67,0,0.81,,10,24.2,12.6
2020-05-02,15,광주시,태양광,9.206487,21.8,0,2.5,63,0,0.78,,10,27.9,13.2
2020-05-02,16,광주시,태양광,4.994174,20.7,0,1.5,74,0,0.44,,10,24.1,13.6
2020-05-02,17,광주시,태양광,3.612991,19.8,0.3,1.9,89,0,0.29,,10,19.8,13.4
2020-05-02,18,광주시,태양광,4.217557,20.2,0,2.1,76,0,0.25,,10,21.2,12.7
2020-05-02,19,광주시,태양광,2.816008,20.2,,2,71,0,0.19,,9,22,13.2
2020-05-03,7,광주시,태양광,0.01248,16.7,2.9,1.9,98,0,0.06,,10,6.3,3.3
2020-05-03,8,광주시,태양광,0.074206,16.9,5.8,1.6,99,0,0.07,,10,6.7,4.1
2020-05-03,9,광주시,태양광,1.64112,17.2,4.7,0.5,99,0,0.19,,10,5.9,4
2020-05-03,10,광주시,태양광,6.179629,17.9,1.8,0.4,99,0,0.49,,10,5.7,3.8
2020-05-03,11,광주시,태양광,11.33586,18.9,0.9,0.1,98,0,0.73,,10,5.2,2.8
2020-05-03,12,광주시,태양광,20.330361,20.2,0,0.1,93,0.3,1.77,,10,5.6,2.7
2020-05-03,13,광주시,태양광,20.778417,21,0,2.5,82,0.2,1.8,,10,5.1,3.2
2020-05-03,14,광주시,태양광,24.407334,22.2,,1.5,76,0.3,2.31,,9,7.8,4.4
2020-05-03,15,광주시,태양광,24.594123,22.2,,2.1,74,0.5,2.25,,8,9.6,5.6
2020-05-03,16,광주시,태양광,14.498933,21.9,,0.6,78,0.3,1.41,,9,10.7,7.1
2020-05-03,17,광주시,태양광,10.862087,20.2,,2.8,84,0,0.59,,9,11.1,8.4
2020-05-03,18,광주시,태양광,3.358463,19.7,,0.6,94,0,0.16,,9,12.1,8.7
2020-05-03,19,광주시,태양광,3.192796,19.7,,0.3,94,0,0.19,,9,12.3,8.9
2020-05-04,7,광주시,태양광,1.267559,18.2,,0.4,97,0,0.2,,9,18.1,14.3
2020-05-04,8,광주시,태양광,6.293988,19,,0.5,95,0,0.54,,7,20.2,14.4
2020-05-04,9,광주시,태양광,11.576262,20.6,,0.9,88,0.1,0.85,,9,19.1,12.4
2020-05-04,10,광주시,태양광,26.905913,22.5,,2.1,72,0.7,1.91,,6,16.3,7.8
2020-05-04,11,광주시,태양광,26.2607,23.5,,2.1,63,0.6,2.27,,8,16.2,7
2020-05-04,12,광주시,태양광,34.642964,23.7,,1.5,61,0.8,2.83,,6,16,6.3
2020-05-04,13,광주시,태양광,37.519563,25.3,,1.1,60,1,3.33,,6,17.6,9
2020-05-04,14,광주시,태양광,35.842293,25.7,,1.7,55,1,3.1,,6,25.4,8.4
